Id,LotArea,Street,Utilities,LotConfig,Neighborhood,HouseStyle,YearBuilt,RoofStyle,GrLivArea,SaleType,SaleCondition,SalePrice
416,8899,Pave,AllPub,Inside,Gilbert,1Story,2007,Gable,1340,New,Partial,181134
417,7844,Pave,AllPub,Inside,Sawyer,2Story,1978,Hip,1400,WD,Normal,149500
418,22420,Pave,AllPub,Inside,Crawfor,2Story,1918,Hip,2624,WD,Normal,239000
419,8160,Pave,AllPub,Inside,Edwards,1.5Fin,1940,Gable,1134,WD,AdjLand,126000
420,8450,Pave,AllPub,Inside,NAmes,1Story,1968,Gable,1056,WD,Normal,142000
421,7060,Pave,AllPub,Inside,Mitchel,SFoyer,1997,Gable,1344,WD,Alloca,206300
422,16635,Pave,AllPub,FR2,NWAmes,1Story,1977,Gable,1602,WD,Normal,215000
423,21750,Pave,AllPub,Inside,Mitchel,1Story,1954,Hip,988,WD,Normal,113000
424,9200,Pave,AllPub,Inside,NoRidge,2Story,1998,Gable,2630,WD,Normal,315000
425,9000,Pave,AllPub,Inside,NAmes,1Story,1956,Gable,1196,WD,Normal,139000
427,12800,Pave,AllPub,Inside,SawyerW,SLvl,1989,Gable,1644,WD,Normal,275000
428,8593,Pave,AllPub,Inside,NAmes,1Story,1957,Hip,907,WD,Normal,109008
431,1680,Pave,AllPub,Inside,BrDale,2Story,1971,Gable,987,COD,Abnorml,85400
432,5586,Pave,AllPub,Inside,OldTown,1.5Fin,1920,Gable,1198,ConLD,Abnorml,79900
433,1920,Pave,AllPub,Inside,BrDale,2Story,1971,Gable,1365,WD,Normal,122500
434,10839,Pave,AllPub,Corner,Gilbert,2Story,1997,Gable,1604,WD,Normal,181000
435,1890,Pave,AllPub,Inside,MeadowV,SFoyer,1972,Gable,630,WD,Normal,81000
437,4400,Pave,AllPub,Inside,OldTown,1.5Fin,1920,Gable,1118,WD,Normal,116000
438,6000,Pave,AllPub,Inside,BrkSide,1.5Unf,1926,Gable,904,WD,Normal,119000
439,4280,Pave,AllPub,Inside,Crawfor,1Story,1913,Gable,694,WD,Normal,90350
440,12354,Pave,AllPub,Corner,Edwards,1.5Fin,1920,Gable,1196,ConLI,Normal,110000
441,15431,Pave,AllPub,Inside,NridgHt,1Story,2008,Hip,2402,WD,Normal,555000
442,12108,Pave,AllPub,Inside,Edwards,1Story,1955,Gable,1440,WD,Normal,118000
443,6240,Pave,AllPub,Inside,BrkSide,1.5Fin,1930,Gable,1573,WD,Normal,162900
444,3922,Pave,AllPub,Inside,Blmngtn,1Story,2006,Gable,1258,New,Partial,172500
445,8750,Pave,AllPub,Inside,CollgCr,2Story,1994,Gable,1908,WD,Normal,210000
446,9855,Pave,AllPub,Corner,Edwards,1Story,1956,Hip,1689,COD,Normal,127500
448,11214,Pave,AllPub,Corner,Gilbert,2Story,1998,Gable,1886,WD,Normal,199900
449,8600,Pave,AllPub,Inside,IDOTRR,1.5Fin,1937,Gable,1376,WD,Normal,119500
450,6000,Pave,AllPub,Inside,OldTown,1.5Fin,1948,Gable,1183,WD,Normal,120000
451,5684,Pave,AllPub,Inside,OldTown,1Story,1930,Hip,813,WD,Normal,110000
452,70761,Pave,AllPub,Inside,ClearCr,1Story,1975,Gable,1533,WD,Normal,280000
453,9303,Pave,AllPub,Corner,Timber,2Story,1996,Hip,1756,WD,Normal,204000
454,9000,Pave,AllPub,Inside,Somerst,2Story,2008,Gable,1590,WD,Normal,210000
455,9297,Pave,AllPub,Inside,Mitchel,1Story,1976,Gable,1728,WD,Family,188000
458,53227,Pave,AllPub,CulDSac,ClearCr,1Story,1954,Flat,1663,WD,Normal,256000
459,5100,Pave,AllPub,Inside,OldTown,2Story,1925,Hip,1666,WD,Normal,161000
460,7015,Pave,AllPub,Corner,BrkSide,1.5Fin,1950,Gable,1203,WD,Normal,110000
461,8004,Pave,AllPub,Inside,Somerst,2Story,2009,Gable,1935,New,Partial,263435
462,7200,Pave,AllPub,Inside,SWISU,2Story,1936,Gable,1135,WD,Normal,155000
464,11988,Pave,AllPub,Inside,Crawfor,2Story,1934,Hip,1660,WD,Normal,188700
465,8430,Pave,AllPub,Inside,CollgCr,1Story,1978,Gable,1040,WD,Normal,124000
466,3072,Pave,AllPub,Inside,Blmngtn,1Story,2004,Hip,1414,WD,Normal,178740
467,10628,Pave,AllPub,Inside,NAmes,1Story,1970,Flat,1277,WD,Normal,167000
468,9480,Pave,AllPub,Inside,NAmes,2Story,1942,Gable,1644,WD,Normal,146500
471,6820,Pave,AllPub,Corner,StoneBr,1Story,1985,Gable,1502,WD,Normal,212000
472,11952,Pave,AllPub,Inside,NWAmes,2Story,1977,Mansard,1969,WD,Normal,190000
473,3675,Pave,AllPub,Inside,Edwards,SLvl,2005,Gable,1072,WD,Normal,148000
474,14977,Pave,AllPub,Inside,NridgHt,1Story,2006,Gable,1976,New,Partial,440000
475,5330,Pave,AllPub,Inside,StoneBr,1Story,2000,Gable,1652,WD,Normal,251000
478,13693,Pave,AllPub,Inside,NridgHt,2Story,2006,Hip,2643,WD,Normal,380000
480,5925,Pave,AllPub,Inside,OldTown,1Story,1937,Hip,1131,WD,Alloca,89471
481,16033,Pave,AllPub,FR2,NridgHt,1Story,2004,Hip,1850,WD,Normal,326000
483,2500,Pave,AllPub,Corner,OldTown,2Story,1915,Gable,1826,WD,Normal,155000
484,4500,Pave,AllPub,FR2,Mitchel,1Story,1998,Hip,1216,WD,Normal,164000
489,10800,Pave,AllPub,Corner,OldTown,1.5Fin,1900,Gable,2414,ConLD,Normal,160000
490,1526,Pave,AllPub,Inside,MeadowV,SFoyer,1970,Gable,630,WD,Normal,86000
492,9490,Pave,AllPub,Inside,NAmes,1.5Fin,1941,Gable,1578,WD,Normal,133000
494,7931,Pave,AllPub,Inside,NAmes,1Story,1960,Gable,1269,WD,Normal,155000
497,12692,Pave,AllPub,Inside,NoRidge,1Story,1992,Hip,3228,WD,Normal,430000
498,9120,Pave,AllPub,Inside,BrkSide,1.5Fin,1925,Gable,1820,WD,Normal,184000
500,7535,Pave,AllPub,Inside,NAmes,1Story,1958,Gable,912,WD,Normal,120000
501,1890,Pave,AllPub,Inside,BrDale,2Story,1973,Gable,1218,WD,Normal,113000
502,9803,Pave,AllPub,Inside,Somerst,2Story,2005,Gable,1768,WD,Normal,226700
504,15602,Pave,AllPub,Inside,Crawfor,1Story,1959,Gable,1801,WD,Normal,289000
506,7596,Pave,AllPub,Inside,OldTown,2Story,1952,Hip,1960,COD,Normal,124500
507,9554,Pave,AllPub,Inside,SawyerW,2Story,1993,Gable,1911,WD,Normal,215000
508,7862,Pave,AllPub,Inside,Somerst,1Story,2009,Gable,1218,New,Partial,208300
509,9600,Pave,AllPub,Inside,OldTown,2Story,1928,Gambrel,1378,WD,Normal,161000
512,6792,Pave,AllPub,Inside,NridgHt,1Story,2005,Gable,1368,New,Partial,202665
514,9187,Pave,AllPub,Corner,Mitchel,1Story,1983,Gable,1080,WD,Normal,134000
515,10594,Pave,AllPub,Inside,Crawfor,1.5Unf,1926,Gable,789,WD,Normal,96500
516,12220,Pave,AllPub,Inside,NridgHt,1Story,2009,Hip,2020,New,Partial,402861
517,10448,Pave,AllPub,Corner,NWAmes,SLvl,1972,Gable,2119,COD,Abnorml,158000
520,10918,Pave,AllPub,Inside,Crawfor,2Story,1926,Gambrel,2080,WD,Normal,234000
521,10800,Pave,AllPub,Inside,OldTown,2Story,1900,Gable,1294,WD,Normal,106250
522,11988,Pave,AllPub,Corner,NAmes,1Story,1957,Gable,1244,WD,Normal,150000
523,5000,Pave,AllPub,Corner,BrkSide,1.5Fin,1947,Gable,1664,WD,Normal,159000
524,40094,Pave,AllPub,Inside,Edwards,2Story,2007,Hip,4676,New,Partial,184750
525,11787,Pave,AllPub,Inside,NoRidge,2Story,1996,Gable,2398,WD,Normal,315750
526,7500,Pave,AllPub,Inside,Somerst,1Story,2005,Gable,1266,WD,Normal,176000
527,13300,Pave,AllPub,Inside,NAmes,1Story,1956,Hip,928,WD,Normal,132000
530,32668,Pave,AllPub,CulDSac,Crawfor,1Story,1957,Hip,2515,WD,Alloca,200624
531,10200,Pave,AllPub,Inside,Timber,SLvl,1988,Gable,1509,WD,Abnorml,175000
532,6155,Pave,AllPub,FR3,BrkSide,2Story,1920,Gable,1362,WD,Normal,128000
533,7200,Pave,AllPub,Inside,NAmes,1Story,1955,Gable,827,WD,Normal,107500
534,5000,Pave,AllPub,Inside,BrkSide,1Story,1946,Gable,334,WD,Normal,39300
536,7000,Pave,AllPub,Inside,Edwards,2Story,1910,Gable,1347,WD,Normal,107500
537,8924,Pave,AllPub,CulDSac,CollgCr,2Story,1998,Gable,1724,WD,Normal,188000
538,12735,Pave,AllPub,FR2,NAmes,1Story,1972,Hip,864,COD,Normal,111250
539,11553,Pave,AllPub,Inside,Sawyer,1Story,1968,Hip,1159,WD,Normal,158000
541,14601,Pave,AllPub,Inside,Timber,1Story,2006,Hip,1838,WD,Normal,315000
542,11000,Pave,AllPub,FR2,NoRidge,2Story,2000,Gable,2285,WD,Normal,248000
543,10140,Pave,AllPub,Inside,NWAmes,1Story,1998,Hip,1680,WD,Normal,213250
545,17104,Pave,AllPub,Inside,Gilbert,2Story,2006,Gable,1496,New,Partial,179665
547,8737,Pave,AllPub,Inside,BrkSide,1.5Fin,1923,Gable,1635,WD,Normal,210000
548,7244,Pave,AllPub,Inside,Mitchel,SFoyer,1970,Gable,768,WD,Normal,129500
549,8235,Pave,AllPub,Inside,OldTown,1Story,1955,Gable,825,WD,Normal,125000
550,9375,Pave,AllPub,Inside,Somerst,2Story,2003,Gable,2094,WD,Normal,263000
552,6000,Pave,AllPub,Inside,OldTown,1Story,1957,Hip,928,WD,Normal,112500
553,11146,Pave,AllPub,Inside,NridgHt,1Story,2006,Gable,1717,WD,Normal,255500
555,10625,Pave,AllPub,Inside,NridgHt,2Story,2003,Gable,2046,WD,Normal,284000
557,14850,Pave,AllPub,Inside,NAmes,1Story,1957,Gable,1092,WD,Normal,141000
559,21872,Pave,AllPub,FR2,Gilbert,2Story,1996,Gable,1446,WD,Normal,175000
560,3196,Pave,AllPub,Inside,Blmngtn,1Story,2003,Gable,1557,WD,Normal,234000
561,11341,Pave,AllPub,Inside,Sawyer,1Story,1957,Hip,1392,WD,Normal,121500
562,10010,Pave,AllPub,Inside,Mitchel,1Story,1974,Gable,1389,WD,Normal,170000
564,21780,Pave,AllPub,Inside,Edwards,1.5Fin,1918,Gable,1674,WD,Normal,185000
566,6858,Pave,AllPub,Corner,SWISU,2Story,1915,Gable,1647,WD,Normal,128000
569,12327,Pave,AllPub,Inside,SawyerW,1.5Fin,1983,Gable,2132,WD,Normal,316600
570,7032,Pave,AllPub,Corner,NAmes,SFoyer,1979,Gable,943,WD,Normal,135960
571,13101,Pave,AllPub,Inside,NAmes,1Story,1965,Gable,1728,WD,Normal,142600
573,13159,Pave,AllPub,Corner,Timber,2Story,2009,Gable,1692,New,Partial,224500
576,8480,Pave,AllPub,Inside,NAmes,1.5Fin,1947,Gable,1216,COD,Abnorml,118500
577,6292,Pave,AllPub,Inside,SWISU,1.5Fin,1928,Gable,1477,WD,Normal,145000
578,11777,Pave,AllPub,Inside,Sawyer,SLvl,1966,Gable,1320,WD,Abnorml,164500
579,3604,Pave,AllPub,Corner,Somerst,2Story,2007,Gable,1392,WD,Abnorml,146000
582,12704,Pave,AllPub,Inside,NridgHt,1Story,2008,Hip,2042,New,Partial,253293
583,11841,Grvl,AllPub,Inside,Edwards,SFoyer,1990,Gable,816,WD,Normal,118500
585,6120,Pave,AllPub,Inside,BrkSide,1.5Fin,1935,Gable,1573,WD,Normal,133000
586,11443,Pave,AllPub,Inside,Timber,1Story,2005,Hip,2028,New,Partial,369900
587,10267,Pave,AllPub,Inside,BrkSide,1Story,1918,Gable,838,WD,Normal,130000
588,8740,Pave,AllPub,Inside,Sawyer,SFoyer,1982,Hip,860,WD,Normal,137000
589,25095,Pave,AllPub,Inside,ClearCr,1Story,1968,Flat,1473,WD,Partial,143000
590,9100,Pave,AllPub,Inside,BrkSide,1Story,1930,Gable,935,WD,Normal,79500
591,8320,Pave,AllPub,Inside,CollgCr,2Story,2004,Gable,1582,WD,Normal,185900
592,13478,Pave,AllPub,Corner,NridgHt,2Story,2008,Gable,2296,ConLI,Normal,451950
593,6600,Pave,AllPub,Inside,Mitchel,1Story,1982,Gable,816,WD,Normal,138000
594,4435,Pave,AllPub,Inside,CollgCr,1Story,2003,Gable,848,WD,Normal,140000
595,7990,Pave,AllPub,Inside,CollgCr,1Story,1975,Hip,924,WD,Normal,110000
596,11302,Pave,AllPub,Inside,StoneBr,1Story,2005,Gable,1826,New,Partial,319000
597,3600,Pave,AllPub,Inside,OldTown,2Story,1910,Gable,1368,WD,Normal,114504
598,3922,Pave,AllPub,Inside,Blmngtn,1Story,2006,Gable,1402,New,Partial,194201
601,10927,Pave,AllPub,Inside,NridgHt,2Story,2005,Gable,1904,WD,Normal,275000
602,9000,Pave,AllPub,Inside,IDOTRR,1.5Fin,1937,Gable,1375,WD,Normal,141000
603,10041,Pave,AllPub,Inside,SawyerW,2Story,1992,Gable,1915,WD,Abnorml,220000
605,12803,Pave,AllPub,Inside,CollgCr,1Story,2002,Gable,1494,WD,Normal,221000
606,13600,Pave,AllPub,Inside,NAmes,2Story,1965,Gable,1986,WD,Normal,205000
608,7800,Pave,AllPub,Inside,Edwards,2Story,1948,Gable,2008,WD,Normal,225000
609,12168,Pave,AllPub,Inside,Crawfor,2Story,1934,Gable,3194,WD,Alloca,359100
610,7943,Pave,AllPub,Inside,Sawyer,1Story,1961,Gable,1029,WD,Normal,118500
611,11050,Pave,AllPub,Inside,CollgCr,2Story,2000,Hip,2153,WD,Normal,313000
612,10395,Pave,AllPub,FR2,NWAmes,SLvl,1978,Gable,1032,WD,Normal,148000
615,1491,Pave,AllPub,Inside,MeadowV,SFoyer,1972,Gable,630,WD,Normal,75500
616,8800,Pave,AllPub,Inside,NAmes,SFoyer,1963,Gable,1054,WD,Abnorml,137500
618,7227,Pave,AllPub,Corner,NAmes,1.5Unf,1954,Gable,832,WD,Normal,105500
619,11694,Pave,AllPub,Inside,NridgHt,1Story,2007,Hip,1828,New,Partial,314813
620,12244,Pave,AllPub,Inside,Timber,2Story,2003,Hip,2262,WD,Normal,305000
621,8248,Pave,AllPub,Inside,Edwards,1Story,1914,Gable,864,WD,Normal,67000
622,10800,Pave,AllPub,Inside,NWAmes,2Story,1974,Gable,2614,WD,Normal,240000
623,7064,Pave,AllPub,Inside,Sawyer,1Story,1977,Gable,980,WD,Normal,135000
626,10000,Pave,AllPub,Corner,NAmes,1Story,1962,Hip,1116,WD,Normal,160000
627,12342,Pave,AllPub,Inside,NAmes,1Story,1960,Hip,1422,WD,Normal,139900
628,9600,Pave,AllPub,Inside,NAmes,SLvl,1955,Gable,1520,WD,Normal,153000
629,11606,Pave,AllPub,Inside,NAmes,2Story,1969,Gable,2080,WD,Family,135000
631,9000,Pave,AllPub,Corner,OldTown,2Story,1880,Gable,1750,WD,Abnorml,124000
632,4590,Pave,AllPub,Inside,NridgHt,1Story,2006,Gable,1554,WD,Normal,209500
633,11900,Pave,AllPub,Inside,NWAmes,1Story,1977,Hip,1411,WD,Family,82500
636,10896,Pave,AllPub,Inside,SWISU,2.5Fin,1914,Hip,3395,WD,Abnorml,200000
638,6000,Pave,AllPub,Inside,OldTown,1.5Fin,1954,Gable,1387,WD,Normal,93000
639,8777,Pave,AllPub,Inside,Edwards,1Story,1910,Gable,796,WD,Normal,85000
640,3982,Pave,AllPub,Inside,Blmngtn,1Story,2006,Hip,1567,New,Partial,264561
641,12677,Pave,AllPub,Inside,NridgHt,1Story,2003,Hip,1518,WD,Normal,274000
644,10793,Pave,AllPub,Inside,NWAmes,2Story,1969,Mansard,1620,WD,Normal,152000
645,9187,Pave,AllPub,Inside,Somerst,1Story,2009,Gable,1766,New,Partial,370878
646,10530,Pave,AllPub,Corner,NAmes,1Story,1971,Hip,981,WD,Normal,143250
647,7200,Pave,AllPub,Inside,NAmes,1Story,1950,Hip,1048,WD,Normal,98300
648,10452,Pave,AllPub,Inside,Edwards,1Story,1953,Hip,1094,WD,Normal,155000
650,1936,Pave,AllPub,Inside,MeadowV,SFoyer,1970,Gable,630,WD,Normal,84500
651,8125,Pave,AllPub,Inside,Somerst,2Story,2007,Gable,1665,WD,Normal,205950
652,9084,Pave,AllPub,Inside,Edwards,2Story,1940,Gable,1510,WD,Normal,108000
653,8750,Pave,AllPub,Inside,CollgCr,2Story,1996,Gable,1716,WD,Normal,191000
654,10320,Pave,AllPub,Inside,IDOTRR,1.5Fin,1906,Gable,1469,WD,Normal,135000
655,10437,Pave,AllPub,Inside,NoRidge,1Story,1995,Hip,2113,WD,Normal,350000
656,1680,Pave,AllPub,Inside,BrDale,2Story,1971,Gable,1092,WD,Family,88000
657,10007,Pave,AllPub,Inside,NAmes,1Story,1959,Gable,1053,WD,Normal,145500
658,7200,Pave,AllPub,Inside,Crawfor,2Story,1931,Gable,1502,WD,Normal,149000
659,17503,Pave,AllPub,Inside,NAmes,1.5Fin,1948,Gable,1458,WD,Abnorml,97500
660,9937,Pave,AllPub,Corner,Edwards,1Story,1964,Hip,1486,WD,Normal,167000
661,12384,Pave,AllPub,CulDSac,NWAmes,2Story,1976,Gable,1935,WD,Normal,197900
663,13560,Pave,AllPub,Corner,NAmes,1Story,1968,Hip,1392,WD,Normal,110000
665,20896,Pave,AllPub,CulDSac,Somerst,1Story,2005,Gable,2097,New,Partial,423000
666,11194,Pave,AllPub,Corner,Gilbert,2Story,2000,Gable,1936,WD,Normal,230500
667,18450,Pave,AllPub,Inside,NAmes,2Story,1965,Flat,2380,WD,Abnorml,129000
668,8125,Pave,AllPub,Inside,SawyerW,1Story,1994,Gable,1679,WD,Normal,193500
670,11600,Pave,AllPub,Inside,Crawfor,1Story,1922,Gable,1180,WD,Normal,137500
672,6629,Pave,AllPub,Inside,Edwards,2Story,1925,Gambrel,1369,WD,Normal,103600
673,11250,Pave,AllPub,Inside,Veenker,1Story,1977,Gable,1208,WD,Normal,165000
675,9200,Pave,AllPub,Inside,NAmes,1Story,1965,Gable,1136,WD,Normal,140000
676,2289,Pave,AllPub,Inside,NPkVill,2Story,1978,Gable,1441,WD,Normal,148500
677,9600,Pave,AllPub,Inside,OldTown,2Story,1900,Gable,1774,WD,Normal,87000
678,9022,Pave,AllPub,Inside,OldTown,1Story,1924,Gable,792,WD,Normal,109500
679,11844,Pave,AllPub,Inside,StoneBr,1Story,2008,Hip,2046,New,Partial,372500
680,9945,Pave,AllPub,Inside,Sawyer,1Story,1961,Hip,988,WD,Normal,128500
682,4500,Pave,AllPub,Inside,SWISU,1.5Fin,1932,Gable,1520,WD,Abnorml,159434
683,2887,Pave,AllPub,Inside,ClearCr,1Story,1996,Gable,1291,WD,Normal,173000
684,11248,Pave,AllPub,Corner,CollgCr,1Story,2002,Hip,1668,WD,Normal,285000
687,10207,Pave,AllPub,Inside,Somerst,2Story,2007,Gable,1761,New,Partial,227875
688,5105,Pave,AllPub,FR2,Somerst,2Story,2004,Gable,1102,WD,Normal,148800
689,8089,Pave,AllPub,Inside,StoneBr,1Story,2007,Gable,1419,New,Partial,392000
690,7577,Pave,AllPub,Corner,NridgHt,1Story,2005,Gable,1362,WD,Normal,194700
692,21535,Pave,AllPub,Corner,NoRidge,2Story,1994,Gable,4316,WD,Normal,755000
693,26178,Pave,AllPub,Inside,Timber,2Story,1989,Hip,2519,WD,Normal,335000
694,5400,Pave,AllPub,Corner,OldTown,1Story,1921,Gable,1073,WD,Abnorml,108480
695,6120,Pave,AllPub,Corner,BrkSide,1.5Fin,1936,Gable,1539,WD,Normal,141500
696,13811,Pave,AllPub,Inside,Timber,1Story,1987,Gable,1137,WD,Normal,176000
697,6000,Pave,AllPub,Inside,BrkSide,1Story,1921,Gable,616,WD,Normal,89000
700,4282,Pave,AllPub,Inside,Somerst,1Story,2004,Gable,1391,WD,Normal,196000
701,14331,Pave,AllPub,Inside,Timber,1Story,2002,Hip,1800,WD,Normal,312500
702,9600,Pave,AllPub,Inside,NWAmes,1Story,1969,Hip,1164,COD,Normal,140000
703,12438,Pave,AllPub,Inside,StoneBr,2Story,2006,Hip,2576,New,Partial,361919
704,7630,Pave,AllPub,Inside,OldTown,2Story,1900,Gable,1812,WD,Normal,140000
705,8400,Pave,AllPub,Inside,CollgCr,1Story,2004,Gable,1484,WD,Normal,213000
706,5600,Pave,AllPub,Inside,IDOTRR,2Story,1930,Hip,1092,WD,Normal,55000
707,115149,Pave,AllPub,CulDSac,ClearCr,1Story,1971,Gable,1824,WD,Normal,302000
709,9018,Pave,AllPub,Inside,Gilbert,2Story,2007,Hip,1456,New,Partial,179540
710,7162,Pave,AllPub,Inside,Sawyer,1Story,1966,Gable,904,WD,Abnorml,109900
712,8712,Pave,AllPub,Inside,IDOTRR,1.5Fin,1900,Gable,1178,WD,Abnorml,102776
714,9873,Pave,AllPub,Inside,BrkSide,1Story,1970,Gable,960,WD,Normal,129000
715,13517,Pave,AllPub,CulDSac,Sawyer,2Story,1976,Gable,1479,WD,Normal,130500
716,10140,Pave,AllPub,Inside,NWAmes,1Story,1974,Hip,1350,WD,Normal,165000
719,10542,Pave,AllPub,Inside,NoRidge,2Story,1993,Hip,2418,WD,Normal,341000
720,9920,Pave,AllPub,Inside,CollgCr,1Story,1969,Gable,971,WD,Normal,128500
721,6563,Pave,AllPub,CulDSac,StoneBr,1Story,1985,Gable,1742,WD,Normal,275000
722,4426,Pave,AllPub,Inside,CollgCr,1Story,2004,Gable,848,WD,Normal,143000
723,8120,Pave,AllPub,Inside,NAmes,1Story,1970,Gable,864,WD,Normal,124500
724,8172,Pave,AllPub,Inside,Edwards,1.5Fin,1954,Gable,1470,WD,Normal,135000
725,13286,Pave,AllPub,Inside,Edwards,1Story,2007,Hip,1698,WD,Normal,320000
726,6960,Pave,AllPub,Inside,NAmes,1Story,1970,Gable,864,WD,Normal,120500
727,21695,Pave,AllPub,Corner,Crawfor,1Story,1988,Hip,1680,WD,Normal,222000
728,7314,Pave,AllPub,Inside,CollgCr,1Story,2007,Gable,1232,WD,Normal,194500
731,5389,Pave,AllPub,Inside,StoneBr,1Story,1995,Gable,1616,WD,Normal,236500
732,9590,Pave,AllPub,Corner,Timber,SLvl,2003,Gable,1146,WD,Normal,187500
733,11404,Pave,AllPub,Inside,CollgCr,2Story,1998,Gable,2031,WD,Normal,222500
734,10000,Pave,AllPub,Corner,Sawyer,1Story,1961,Hip,1144,WD,Normal,131400
735,8978,Pave,AllPub,Corner,Sawyer,1Story,1968,Gable,948,WD,Family,108000
737,8544,Pave,AllPub,Inside,NAmes,1Story,1950,Gable,1040,WD,Normal,93500
740,9313,Pave,AllPub,Inside,CollgCr,2Story,2004,Gable,1728,WD,Normal,190000
741,9600,Pave,AllPub,Inside,OldTown,2Story,1910,Gable,1432,WD,Abnorml,132000
742,6768,Pave,AllPub,Inside,Sawyer,1Story,1961,Hip,912,WD,Normal,142000
743,8450,Pave,AllPub,Inside,SawyerW,1Story,2000,Gable,1349,WD,Normal,179000
744,12886,Pave,AllPub,Inside,Sawyer,SLvl,1963,Gable,1464,WD,Normal,175000
746,8963,Pave,AllPub,Inside,NWAmes,2Story,1976,Hip,2715,WD,Normal,299800
747,8795,Pave,AllPub,Inside,Gilbert,2Story,2000,Gable,2256,WD,Normal,236000
749,10593,Pave,AllPub,Inside,NoRidge,1Story,1996,Hip,1720,WD,Normal,260400
751,8800,Pave,AllPub,Corner,OldTown,1.5Fin,1910,Gable,1140,WD,Normal,96500
752,7750,Pave,AllPub,Inside,Gilbert,2Story,2003,Gable,1320,WD,Normal,162000
754,10240,Pave,AllPub,Inside,NridgHt,2Story,2005,Gable,2098,WD,Normal,275500
755,7930,Pave,AllPub,Inside,NAmes,1Story,1969,Gable,1026,WD,Normal,156000
756,3230,Pave,AllPub,Inside,Somerst,2Story,1999,Gable,1471,WD,Normal,172500
759,2280,Pave,AllPub,Inside,Somerst,2Story,1999,Gable,1501,WD,Normal,179400
760,12257,Pave,AllPub,Inside,NoRidge,2Story,1995,Gable,2531,WD,Normal,290000
762,6911,Pave,AllPub,FR2,BrkSide,1Story,1924,Gable,1301,WD,Normal,100000
763,8640,Pave,AllPub,Inside,Somerst,2Story,2009,Gable,1547,Con,Normal,215200
764,9430,Pave,AllPub,Inside,NoRidge,2Story,1999,Gable,2365,WD,Normal,337000
766,14587,Pave,AllPub,Inside,Somerst,1Story,2008,Gable,1506,New,Partial,264132
768,12508,Pave,AllPub,Inside,Mitchel,1.5Fin,1940,Gable,1750,WD,Normal,160000
769,9100,Pave,AllPub,Inside,CollgCr,1Story,2004,Hip,1836,WD,Normal,216837
770,53504,Pave,AllPub,CulDSac,StoneBr,2Story,2003,Hip,3279,WD,Normal,538000
771,7252,Pave,AllPub,CulDSac,Sawyer,SFoyer,1982,Hip,858,WD,Normal,134900
772,8877,Pave,AllPub,Inside,Edwards,1Story,1951,Gable,1220,COD,Normal,102000
773,7819,Pave,AllPub,Inside,Edwards,SLvl,1976,Gable,1117,WD,Abnorml,107000
774,10150,Pave,AllPub,Inside,NAmes,1Story,1958,Gable,912,COD,Normal,114500
775,14226,Pave,AllPub,Corner,NridgHt,1Story,2006,Hip,1973,New,Partial,395000
776,4500,Pave,AllPub,FR2,Mitchel,1Story,1998,Hip,1204,WD,Normal,162000
777,11210,Pave,AllPub,Inside,CollgCr,1Story,2005,Gable,1614,New,Partial,221500
779,8400,Pave,AllPub,Inside,SawyerW,1Story,1977,Gable,2020,WD,Normal,144000
780,10530,Pave,AllPub,Inside,Mitchel,SFoyer,1977,Gable,1004,WD,Normal,135000
781,7875,Pave,AllPub,Inside,Gilbert,1Story,1995,Gable,1253,WD,Normal,176000
782,7153,Pave,AllPub,Inside,SawyerW,2Story,1992,Gable,1603,WD,Normal,175900
783,16285,Pave,AllPub,Inside,CollgCr,1Story,2001,Gable,1430,WD,Normal,187100
784,9101,Pave,AllPub,Corner,Mitchel,SFoyer,1978,Gable,1110,WD,Normal,165500
785,6300,Pave,AllPub,Inside,OldTown,2.5Unf,1914,Gable,1484,WD,Normal,128000
786,9790,Pave,AllPub,Inside,NWAmes,1Story,1967,Gable,1342,WD,Normal,161500
789,6000,Pave,AllPub,Corner,OldTown,1Story,1954,Gable,901,WD,Normal,107900
790,12205,Pave,AllPub,Inside,ClearCr,2Story,1966,Gable,2087,WD,Normal,187500
792,11333,Pave,AllPub,Corner,Mitchel,SLvl,1976,Gable,1062,WD,Normal,146800
795,10832,Pave,AllPub,Corner,Gilbert,2Story,1994,Gable,1895,WD,Normal,194500
796,8400,Pave,AllPub,Inside,SawyerW,2Story,1980,Gable,1564,WD,Normal,171000
797,8197,Pave,AllPub,Inside,Sawyer,1Story,1977,Gable,1285,WD,Normal,143500
798,7677,Pave,AllPub,Inside,NAmes,1Story,1953,Gable,773,WD,Abnorml,110000
799,13518,Pave,AllPub,Inside,NridgHt,2Story,2008,Hip,3140,New,Partial,485000
800,7200,Pave,AllPub,Corner,SWISU,1.5Fin,1937,Gable,1768,WD,Normal,175000
801,12798,Pave,AllPub,Inside,ClearCr,2Story,1997,Gable,1688,WD,Normal,200000
802,4800,Pave,AllPub,Inside,IDOTRR,1Story,1916,Gable,1196,WD,Normal,109900
803,8199,Pave,AllPub,Inside,CollgCr,2Story,2005,Gable,1456,WD,Normal,189000
804,13891,Pave,AllPub,Inside,NridgHt,2Story,2008,Hip,2822,New,Partial,582933
806,12274,Pave,AllPub,FR2,Somerst,1Story,2008,Gable,1428,New,Partial,227680
807,9750,Pave,AllPub,Inside,NAmes,SLvl,1967,Gable,980,WD,Normal,135500
